step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy,validation_loss,validation_sequence_accuracy,validation_token_accuracy,classification/accuracy,classification/precision,classification/recall,classification/auroc,classification/auprc,classification/f1.0
780,179064,1560,0.012411816115886487,1.0,1.0,,,,,,,,,
781,179274,1562,0.014811266990029463,0.5,0.5,,,,,,,,,
782,179484,1564,0.012654851628692548,1.0,1.0,,,,,,,,,
783,179726,1566,0.01623711202136784,1.0,1.0,,,,,,,,,
784,179952,1568,0.015357048083020535,1.0,1.0,,,,,,,,,
785,180162,1570,0.016540768898651,0.0,0.0,0.012638000050228462,1.0,1.0,,,,,,
786,180404,1572,0.015458050837826441,1.0,1.0,,,,,,,,,
787,180646,1574,0.013045228316893885,0.5,0.5,,,,,,,,,
788,180856,1576,0.01884758590350918,0.0,0.0,,,,,,,,,
789,181098,1578,0.015434876050755563,0.5,0.5,,,,,,,,,
790,181340,1580,0.01657447183835941,1.0,1.0,,,,,,,,,
791,181550,1582,0.018265466571031723,0.5,0.5,,,,,,,,,
792,181776,1584,0.013083780342698402,0.5,0.5,,,,,,,,,
793,182002,1586,0.01609211157295092,0.5,0.5,0.016622802259065806,0.5,0.5,,,,,,
794,182228,1588,0.015655749228668792,0.5,0.5,,,,,,,,,
795,182486,1590,0.014824992951553017,0.0,0.0,,,,,,,,,
796,182728,1592,0.017546901556066967,0.5,0.5,,,,,,,,,
797,182954,1594,0.012790098038105812,1.0,1.0,,,,,,,,,
798,183180,1596,0.017014688809898346,0.5,0.5,,,,,,,,,
799,183422,1598,0.01503695028880799,0.5,0.5,,,,,,,,,
800,183664,1600,0.015168902722612369,0.0,0.0,,,,,,,,,
801,183890,1602,0.012923226264360174,1.0,1.0,0.0173044615093076,0.5,0.5,,,,,,
802,184132,1604,0.016077083889255623,0.0,0.0,,,,,,,,,
803,184374,1606,0.018234791873820762,0.5,0.5,,,,,,,,,
804,184600,1608,0.01366470483740348,1.0,1.0,,,,,,,,,
805,184826,1610,0.01384071589500276,1.0,1.0,,,,,,,,,
806,185068,1612,0.015380000136086817,0.5,0.5,,,,,,,,,
807,185310,1614,0.0161233545756225,0.5,0.5,,,,,,,,,
808,185552,1616,0.016267570863774096,0.5,0.5,,,,,,,,,
809,185778,1618,0.013486875454428898,1.0,1.0,0.015298108831735862,1.0,1.0,,,,,,
810,186004,1620,0.014853508196904952,1.0,1.0,,,,,,,,,
811,186230,1622,0.017155686507318097,1.0,1.0,,,,,,,,,
812,186472,1624,0.016946993638283774,0.5,0.5,,,,,,,,,
813,186698,1626,0.011770046669318596,1.0,1.0,,,,,,,,,
814,186924,1628,0.016409666179989086,1.0,1.0,,,,,,,,,
815,187150,1630,0.018020412190079698,0.5,0.5,,,,,,,,,
816,187376,1632,0.01963387042573386,0.0,0.0,,,,,,,,,
817,187602,1634,0.01740361130871867,0.0,0.0,0.015196514401195597,0.5,0.5,,,,,,
818,187828,1636,0.01829345758765446,0.0,0.0,,,,,,,,,
819,188054,1638,0.011221641745878785,0.5,0.5,,,,,,,,,
820,188296,1640,0.013617084627077364,0.5,0.5,,,,,,,,,
821,188538,1642,0.014790378884556738,0.5,0.5,,,,,,,,,
822,188748,1644,0.015582034040149807,0.5,0.5,,,,,,,,,
823,188990,1646,0.018216831223011352,0.0,0.0,,,,,,,,,
824,189232,1648,0.016254965691073146,1.0,1.0,,,,,,,,,
825,189474,1650,0.01338497437844024,0.5,0.5,0.015581292773384764,0.5,0.5,,,,,,
826,189700,1652,0.012866847727563384,0.5,0.5,,,,,,,,,
827,189926,1654,0.015919428144320305,0.0,0.0,,,,,,,,,
828,190152,1656,0.015474091105602156,0.5,0.5,,,,,,,,,
829,190378,1658,0.017119485631909688,0.5,0.5,,,,,,,,,
830,190604,1660,0.01444393601336797,1.0,1.0,,,,,,,,,
831,190846,1662,0.01548461655994003,0.0,0.0,,,,,,,,,
832,191056,1664,0.020981285486872208,0.0,0.0,,,,,,,,,
833,191282,1666,0.010423793234804055,1.0,1.0,0.012626987264139805,1.0,1.0,,,,,,
834,191524,1668,0.014098415042032741,0.0,0.0,,,,,,,,,
835,191766,1670,0.015774802643131667,1.0,1.0,,,,,,,,,
836,191992,1672,0.018728762979278554,0.5,0.5,,,,,,,,,
837,192234,1674,0.01535566956202935,0.5,0.5,,,,,,,,,
838,192460,1676,0.019425242136077492,0.0,0.0,,,,,,,,,
839,192686,1678,0.01815084919971618,1.0,1.0,,,,,,,,,
840,192912,1680,0.016177778905944847,0.5,0.5,,,,,,,,,
841,193138,1682,0.01878088563996325,0.5,0.5,0.014270241042876237,0.5,0.5,,,,,,
842,193364,1684,0.01643984386188648,0.5,0.5,,,,,,,,,
843,193590,1686,0.019037151579328167,0.5,0.5,,,,,,,,,
844,193816,1688,0.01602005053125311,0.5,0.5,,,,,,,,,
845,194058,1690,0.01394434375924437,0.0,0.0,,,,,,,,,
846,194300,1692,0.010338993248265671,0.5,0.5,,,,,,,,,
847,194542,1694,0.013222231239058146,0.5,0.5,,,,,,,,,
848,194768,1696,0.017737479481995517,0.5,0.5,,,,,,,,,
849,194994,1698,0.01656682543132306,0.5,0.5,0.018809898369857758,0.0,0.0,,,,,,
850,195220,1700,0.016628770246206324,0.0,0.0,,,,,,,,,
851,195446,1702,0.01379942926566946,0.5,0.5,,,,,,,,,
852,195656,1704,0.0168019412181706,0.5,0.5,,,,,,,,,
853,195866,1706,0.017847515586258928,0.0,0.0,,,,,,,,,
854,196092,1708,0.017997062596844433,0.5,0.5,,,,,,,,,
855,196334,1710,0.014452415544215055,0.5,0.5,,,,,,,,,
856,196576,1712,0.014771638179831688,0.5,0.5,,,,,,,,,
857,196802,1714,0.015283141813715265,1.0,1.0,0.011512565796192645,1.0,1.0,,,,,,
858,197044,1716,0.010243066288562601,1.0,1.0,,,,,,,,,
859,197270,1718,0.013426434690474207,0.5,0.5,,,,,,,,,
860,197496,1720,0.015411434689065775,0.5,0.5,,,,,,,,,
861,197738,1722,0.015417457476680068,0.5,0.5,,,,,,,,,
862,197964,1724,0.01659406828799658,0.5,0.5,,,,,,,,,
863,198206,1726,0.010599764183370735,1.0,1.0,,,,,,,,,
864,198448,1728,0.017222293064845445,0.5,0.5,,,,,,,,,
865,198674,1730,0.014950322882956195,1.0,1.0,0.011512125127302087,0.5,0.5,,,,,,
866,198916,1732,0.014680930060190311,0.5,0.5,,,,,,,,,
867,199126,1734,0.014213373551493507,0.5,0.5,,,,,,,,,
868,199352,1736,0.019995684151480505,0.0,0.0,,,,,,,,,
869,199578,1738,0.01779892707481791,1.0,1.0,,,,,,,,,
870,199804,1740,0.018244986268709268,1.0,1.0,,,,,,,,,
871,200030,1742,0.013414203202481134,1.0,1.0,,,,,,,,,
872,200256,1744,0.014618655504656247,1.0,1.0,,,,,,,,,
873,200482,1746,0.01630486109423043,0.0,0.0,0.015800945177370854,0.5,0.5,,,,,,
874,200692,1748,0.014417186396746013,0.5,0.5,,,,,,,,,
875,200854,1750,0.013126302160756076,1.0,1.0,,,,,,,,,
876,201096,1752,0.013049373110671995,0.5,0.5,,,,,,,,,
877,201322,1754,0.01680881658252645,0.5,0.5,,,,,,,,,
878,201564,1756,0.013808128392170101,0.5,0.5,,,,,,,,,
879,201790,1758,0.01930685858368259,0.0,0.0,,,,,,,,,
880,202032,1760,0.013877207816384733,0.0,0.0,,,,,,,,,
881,202274,1762,0.014311752672312288,0.5,0.5,0.018078051046714276,1.0,1.0,,,,,,
882,202500,1764,0.015672974885146514,0.5,0.5,,,,,,,,,
883,202726,1766,0.012896515580562927,1.0,1.0,,,,,,,,,
884,202952,1768,0.015831033075296257,0.5,0.5,,,,,,,,,
885,203162,1770,0.017363610969425493,0.0,0.0,,,,,,,,,
886,203404,1772,0.013882463583579667,1.0,1.0,,,,,,,,,
887,203630,1774,0.009482871895157617,1.0,1.0,,,,,,,,,
888,203856,1776,0.01624210088172872,0.5,0.5,,,,,,,,,
889,204066,1778,0.015848213852333478,0.0,0.0,0.01545115561799042,0.5,0.5,,,,,,
890,204308,1780,0.012903987764762016,0.5,0.5,,,,,,,,,
891,204470,1782,0.01702078365581373,0.0,0.0,,,,,,,,,
892,204696,1784,0.013102372006806152,1.0,1.0,,,,,,,,,
893,204938,1786,0.01170603467923731,0.0,0.0,,,,,,,,,
894,205180,1788,0.014156492305613727,1.0,1.0,,,,,,,,,
895,205406,1790,0.018318137083671113,0.5,0.5,,,,,,,,,
896,205632,1792,0.014678134349407162,0.5,0.5,,,,,,,,,
897,205874,1794,0.013967503380306334,0.5,0.5,0.01696452284233438,1.0,1.0,,,,,,
898,206116,1796,0.015564634596755899,0.5,0.5,,,,,,,,,
899,206358,1798,0.014528139064307681,0.5,0.5,,,,,,,,,
900,206600,1800,0.014675472136924033,1.0,1.0,,,,,,,,,
901,206842,1802,0.015697304630051638,0.5,0.5,,,,,,,,,
902,207068,1804,0.01796004232216694,0.0,0.0,,,,,,,,,
903,207294,1806,0.014098878779551318,1.0,1.0,,,,,,,,,
904,207520,1808,0.01647243471270913,0.0,0.0,,,,,,,,,
905,207746,1810,0.016546727141848534,0.5,0.5,0.017483180018934036,0.5,0.5,,,,,,
906,207972,1812,0.014602681337972014,0.5,0.5,,,,,,,,,
907,208182,1814,0.017207487372305888,0.0,0.0,,,,,,,,,
908,208408,1816,0.012556738237236334,0.5,0.5,,,,,,,,,
909,208634,1818,0.015792770708899267,0.5,0.5,,,,,,,,,
910,208844,1820,0.016389741144998297,0.0,0.0,,,,,,,,,
911,209070,1822,0.016321653956423193,0.5,0.5,,,,,,,,,
912,209312,1824,0.01499736489769189,1.0,1.0,,,,,,,,,
913,209538,1826,0.01694447854407901,0.0,0.0,0.016118954476732564,1.0,1.0,,,,,,
914,209764,1828,0.016030081988477368,1.0,1.0,,,,,,,,,
915,209990,1830,0.019230563512187916,0.0,0.0,,,,,,,,,
916,210216,1832,0.01471948698522138,0.0,0.0,,,,,,,,,
917,210442,1834,0.014601465443237396,0.5,0.5,,,,,,,,,
918,210668,1836,0.018023014586666806,0.5,0.5,,,,,,,,,
919,210894,1838,0.017112549967605226,0.0,0.0,,,,,,,,,
920,211120,1840,0.018183120761271074,0.0,0.0,,,,,,,,,
921,211362,1842,0.016068977232000476,0.5,0.5,0.019620103762167985,0.5,0.5,,,,,,
922,211588,1844,0.015439192280519421,1.0,1.0,,,,,,,,,
923,211814,1846,0.018634424643155532,1.0,1.0,,,,,,,,,
924,212040,1848,0.01768791940565655,0.5,0.5,,,,,,,,,
925,212282,1850,0.015669180211198133,0.5,0.5,,,,,,,,,
926,212508,1852,0.014824193249830152,0.0,0.0,,,,,,,,,
927,212734,1854,0.01391280830315062,0.5,0.5,,,,,,,,,
928,212944,1856,0.01633301530822132,0.5,0.5,,,,,,,,,
929,213170,1858,0.015687066495336393,0.5,0.5,0.011640522608406959,0.5,0.5,,,,,,
930,213412,1860,0.01431883944493217,1.0,1.0,,,,,,,,,
931,213654,1862,0.013106582709237464,1.0,1.0,,,,,,,,,
932,213880,1864,0.016815381584848164,0.5,0.5,,,,,,,,,
933,214122,1866,0.012420149784319438,0.5,0.5,,,,,,,,,
934,214348,1868,0.01654275132901618,1.0,1.0,,,,,,,,,
935,214574,1870,0.016328977022431086,0.5,0.5,,,,,,,,,
936,214800,1872,0.01635449913831809,1.0,1.0,,,,,,,,,
937,215026,1874,0.015799979294598504,0.5,0.5,0.01433384662997338,1.0,1.0,,,,,,
938,215268,1876,0.018014776468272653,0.5,0.5,,,,,,,,,
939,215494,1878,0.015521869754639202,0.5,0.5,,,,,,,,,
940,215720,1880,0.016423070296285026,0.5,0.5,,,,,,,,,
941,215930,1882,0.015396157442162443,1.0,1.0,,,,,,,,,
942,216172,1884,0.01580984303499455,0.5,0.5,,,,,,,,,
943,216414,1886,0.01753967839312809,0.0,0.0,,,,,,,,,
944,216640,1888,0.01762792446304728,1.0,1.0,,,,,,,,,
945,216898,1890,0.012599554484330356,0.5,0.5,0.017817590642424507,1.0,1.0,,,,,,
946,217124,1892,0.016411097028820158,0.5,0.5,,,,,,,,,
947,217350,1894,0.015303788239193442,1.0,1.0,,,,,,,,,
948,217576,1896,0.019082888292507122,0.5,0.5,,,,,,,,,
949,217802,1898,0.014765204611133759,1.0,1.0,,,,,,,,,
950,218044,1900,0.016953687055265614,0.0,0.0,,,,,,,,,
951,218270,1902,0.014252761895854704,0.5,0.5,,,,,,,,,
952,218496,1904,0.015699037301113352,0.5,0.5,,,,,,,,,
953,218738,1906,0.01665220590610449,0.0,0.0,0.014805940648265285,1.0,1.0,,,,,,
954,218980,1908,0.011821203704752191,0.5,0.5,,,,,,,,,
955,219206,1910,0.016049009352813677,1.0,1.0,,,,,,,,,
956,219448,1912,0.016654672566975948,0.0,0.0,,,,,,,,,
957,219674,1914,0.01799461116964221,0.5,0.5,,,,,,,,,
958,219900,1916,0.01893650261138463,0.0,0.0,,,,,,,,,
959,220126,1918,0.011549186763563951,1.0,1.0,,,,,,,,,
960,220352,1920,0.016296066124953646,0.0,0.0,,,,,,,,,
961,220578,1922,0.01788303261146324,0.5,0.5,0.016229857860358257,0.5,0.5,,,,,,
962,220804,1924,0.01161307049911128,0.5,0.5,,,,,,,,,
963,221030,1926,0.018374680693378838,0.5,0.5,,,,,,,,,
964,221272,1928,0.015462104586685036,0.5,0.5,,,,,,,,,
965,221514,1930,0.012713060729245211,0.5,0.5,,,,,,,,,
966,221740,1932,0.011689416668410575,0.5,0.5,,,,,,,,,
967,221966,1934,0.015352141154796004,0.0,0.0,,,,,,,,,
968,222176,1936,0.01944812421458974,0.0,0.0,,,,,,,,,
969,222418,1938,0.014671482075603195,1.0,1.0,0.01651171148161118,0.5,0.5,,,,,,
970,222644,1940,0.012750739593436127,0.5,0.5,,,,,,,,,
971,222870,1942,0.014000294313796268,1.0,1.0,,,,,,,,,
972,223112,1944,0.01392236861331508,0.5,0.5,,,,,,,,,
973,223338,1946,0.01680007078787428,1.0,1.0,,,,,,,,,
974,223580,1948,0.00931594391469539,1.0,1.0,,,,,,,,,
975,223806,1950,0.015900325094052634,1.0,1.0,,,,,,,,,
976,224032,1952,0.01272540430193223,0.5,0.5,,,,,,,,,
977,224274,1954,0.01761349803201823,0.0,0.0,0.01604296278789324,0.5,0.5,,,,,,
978,224484,1956,0.017197439343543973,0.0,0.0,,,,,,,,,
979,224710,1958,0.019288599810751195,0.5,0.5,,,,,,,,,
980,224936,1960,0.016076626338907513,0.0,0.0,,,,,,,,,
981,225178,1962,0.017411752245502652,0.0,0.0,,,,,,,,,
982,225404,1964,0.019239702200605106,0.0,0.0,,,,,,,,,
983,225630,1966,0.018601902258887283,0.5,0.5,,,,,,,,,
984,225872,1968,0.01794825967210201,0.0,0.0,,,,,,,,,
985,226114,1970,0.015104360650315412,0.5,0.5,0.018301516586849323,0.0,0.0,,,,,,
986,226356,1972,0.01298055054705577,0.0,0.0,,,,,,,,,
987,226598,1974,0.014361580743964718,0.5,0.5,,,,,,,,,
988,226824,1976,0.01635600111934807,0.5,0.5,,,,,,,,,
989,227050,1978,0.014951962465175635,0.5,0.5,,,,,,,,,
990,227276,1980,0.013718883206366796,0.5,0.5,,,,,,,,,
991,227502,1982,0.018282740689134883,0.5,0.5,,,,,,,,,
992,227744,1984,0.013557319943463387,1.0,1.0,,,,,,,,,
993,227970,1986,0.01903646511757132,1.0,1.0,0.01806390013414087,0.5,0.5,,,,,,
994,228212,1988,0.02061542132391481,0.0,0.0,,,,,,,,,
995,228406,1990,0.012597378024899207,1.0,1.0,,,,,,,,,
996,228632,1992,0.01278075298639696,0.5,0.5,,,,,,,,,
997,228858,1994,0.013336511465279349,0.0,0.0,,,,,,,,,
998,229100,1996,0.013905038712305442,0.5,0.5,,,,,,,,,
999,229342,1998,0.015330747304602082,0.5,0.5,,,,,,,,,
1000,229568,2000,0.017000134307400095,1.0,1.0,,,,,,,,,
1001,229794,2002,0.013592161973771642,0.5,0.5,0.017347686796505345,0.0,0.0,0.5239999890327454,0.0,0.0,0.48409134646224905,0.46884656821205994,0.0

